date	groupes	genre	renouveau	statut	mois	duree	ministre	total
2018-06-19	LR	F	nouveaux	reponse	5	3-6	Ministère de l'agriculture et de l'alimentation	1
2018-06-19	LR	F	nouveaux	reponse	5	3-6	Ministère de l'économie et des finances	1
2018-06-19	LR	F	nouveaux	reponse	4	3-6	Ministère de l'intérieur	1
2018-06-19	LR	F	nouveaux	reponse	3	3-6	Ministère des solidarités et de la santé	3
2018-06-19	LR	F	nouveaux	reponse	7	6-12	Ministère de l'intérieur	2
2018-06-19	LR	F	nouveaux	reponse	6	6-12	Ministère de la culture	1
2018-06-19	LR	H	anciens	attente	33	12+	Ministère des solidarités et de la santé	1
2018-06-19	LR	H	anciens	reponse	0	1	Ministère de l'action et des comptes publics	1
2018-06-19	LR	H	anciens	reponse	0	1	Ministère de l'agriculture et de l'alimentation	1
2018-06-19	LR	H	anciens	reponse	0	1	Ministère de l'éducation nationale	1
2018-06-19	LR	H	anciens	reponse	0	1	Ministère des solidarités et de la santé	1
2018-06-19	LR	H	anciens	reponse	0	1	Ministère des sports	1
2018-06-19	LR	H	anciens	reponse	0	1	Ministère du travail	1
2018-06-19	LR	H	anciens	reponse	12	12+	Ministère de l'Europe et des affaires étrangères	2
2018-06-19	LR	H	anciens	reponse	12	12+	Ministère de l'intérieur	1
2018-06-19	LR	H	anciens	reponse	1	2	Ministère de l'action et des comptes publics	1
2018-06-19	LR	H	anciens	reponse	1	2	Ministère de l'agriculture et de l'alimentation	1
2018-06-19	LR	H	anciens	reponse	1	2	Ministère des armées	1
2018-06-19	LR	H	anciens	reponse	1	2	Ministère des solidarités et de la santé	3
2018-06-19	LR	H	anciens	reponse	2	3	Ministère de l'économie et des finances	1
2018-06-19	LR	H	anciens	reponse	2	3	Ministère de l'intérieur	1
2018-06-19	LR	H	anciens	reponse	2	3	Ministère du travail	1
2018-06-19	LR	H	anciens	reponse	3	3-6	Ministère de l'action et des comptes publics	4
2018-06-19	LR	H	anciens	reponse	3	3-6	Ministère de l'économie et des finances	1
2018-06-19	LR	H	anciens	reponse	5	3-6	Ministère de l'éducation nationale	2
2018-06-19	LR	H	anciens	reponse	5	3-6	Ministère de l'intérieur	2
2018-06-19	LR	H	anciens	reponse	3	3-6	Ministère des armées	1
2018-06-19	LR	H	anciens	reponse	5	3-6	Ministère des solidarités et de la santé	4
2018-06-19	LR	H	anciens	reponse	4	3-6	Secrétariat d'État auprès du Ministère des armées	1
2018-06-19	LR	H	anciens	reponse	9	6-12	Ministère de l'action et des comptes publics	1
2018-06-19	LR	H	anciens	reponse	7	6-12	Ministère de l'économie et des finances	1
2018-06-19	LR	H	anciens	reponse	6	6-12	Ministère de la transition écologique et solidaire	1
2018-06-19	LR	H	nouveaux	attente	33	12+	Ministère de la cohésion des territoires	2
2018-06-19	LR	H	nouveaux	attente	33	12+	Ministère des solidarités et de la santé	2
2018-06-19	LR	H	nouveaux	reponse	0	1	Ministère de l'agriculture et de l'alimentation	1
2018-06-19	LR	H	nouveaux	reponse	13	12+	Ministère de la justice	1
2018-06-19	LR	H	nouveaux	reponse	1	2	Ministère de l'agriculture et de l'alimentation	2
2018-06-19	LR	H	nouveaux	reponse	1	2	Ministère de l'éducation nationale	1
2018-06-19	LR	H	nouveaux	reponse	1	2	Ministère des solidarités et de la santé	1
2018-06-19	LR	H	nouveaux	reponse	1	2	Premier ministre, de l'égalité entre les femmes et les hommes	1
2018-06-19	LR	H	nouveaux	reponse	2	3	Ministère de l'intérieur	2
2018-06-19	LR	H	nouveaux	reponse	2	3	Ministère des solidarités et de la santé	1
2018-06-19	LR	H	nouveaux	reponse	3	3-6	Ministère de l'action et des comptes publics	1
2018-06-19	LR	H	nouveaux	reponse	3	3-6	Ministère de l'économie et des finances	1
2018-06-19	LR	H	nouveaux	reponse	3	3-6	Ministère de l'éducation nationale	1
2018-06-19	LR	H	nouveaux	reponse	4	3-6	Ministère de la cohésion des territoires	1
2018-06-19	LR	H	nouveaux	reponse	3	3-6	Ministère de la transition écologique et solidaire	1
2018-06-19	LR	H	nouveaux	reponse	5	3-6	Ministère des solidarités et de la santé	3
2018-06-19	LR	H	nouveaux	reponse	3	3-6	Premier ministre, de l'égalité entre les femmes et les hommes	2
2018-06-19	LR	H	nouveaux	reponse	6	6-12	Ministère de l'agriculture et de l'alimentation	1
2018-06-19	LR	H	nouveaux	reponse	6	6-12	Ministère de l'intérieur	1
2018-06-19	LR	H	nouveaux	reponse	7	6-12	Ministère des solidarités et de la santé	1
2018-06-19	LR	H	nouveaux	reponse	10	6-12	Ministère du travail	1
2018-06-19	LR	H	nouveaux	retrait	26	12+	Ministère de l'intérieur	1
2018-06-19	LREM	F	anciens	reponse	12	12+	Ministère de l'action et des comptes publics	1
2018-06-19	LREM	F	anciens	reponse	3	3-6	Ministère de la transition écologique et solidaire	1
2018-06-19	LREM	F	anciens	reponse	6	6-12	Ministère de la transition écologique et solidaire	1
2018-06-19	LREM	F	nouveaux	attente	33	12+	Ministère de l'action et des comptes publics	1
2018-06-19	LREM	F	nouveaux	attente	33	12+	Ministère de la cohésion des territoires	1
2018-06-19	LREM	F	nouveaux	attente	33	12+	Ministère des solidarités et de la santé	2
2018-06-19	LREM	F	nouveaux	reponse	0	1	Ministère des solidarités et de la santé	1
2018-06-19	LREM	F	nouveaux	reponse	0	1	Ministère des sports	1
2018-06-19	LREM	F	nouveaux	reponse	12	12+	Ministère de l'agriculture et de l'alimentation	1
2018-06-19	LREM	F	nouveaux	reponse	30	12+	Ministère de la transition écologique et solidaire, des transports	1
2018-06-19	LREM	F	nouveaux	reponse	19	12+	Ministère des solidarités et de la santé	1
2018-06-19	LREM	F	nouveaux	reponse	1	2	Ministère de l'action et des comptes publics	1
2018-06-19	LREM	F	nouveaux	reponse	1	2	Ministère de la transition écologique et solidaire	1
2018-06-19	LREM	F	nouveaux	reponse	1	2	Ministère des solidarités et de la santé	4
2018-06-19	LREM	F	nouveaux	reponse	2	3	Ministère de l'action et des comptes publics	1
2018-06-19	LREM	F	nouveaux	reponse	2	3	Ministère de l'économie et des finances	1
2018-06-19	LREM	F	nouveaux	reponse	2	3	Ministère de l'Europe et des affaires étrangères	1
2018-06-19	LREM	F	nouveaux	reponse	2	3	Ministère de l'intérieur	1
2018-06-19	LREM	F	nouveaux	reponse	2	3	Ministère de la transition écologique et solidaire, des transports	1
2018-06-19	LREM	F	nouveaux	reponse	2	3	Ministère des armées	1
2018-06-19	LREM	F	nouveaux	reponse	2	3	Ministère des solidarités et de la santé	3
2018-06-19	LREM	F	nouveaux	reponse	3	3-6	Ministère de l'action et des comptes publics	1
2018-06-19	LREM	F	nouveaux	reponse	5	3-6	Ministère de l'économie et des finances	1
2018-06-19	LREM	F	nouveaux	reponse	4	3-6	Ministère de l'éducation nationale	1
2018-06-19	LREM	F	nouveaux	reponse	5	3-6	Ministère de l'enseignement supérieur, de la recherche et de l'innovation	1
2018-06-19	LREM	F	nouveaux	reponse	4	3-6	Ministère de l'intérieur	2
2018-06-19	LREM	F	nouveaux	reponse	3	3-6	Ministère de la transition écologique et solidaire	3
2018-06-19	LREM	F	nouveaux	reponse	5	3-6	Ministère de la transition écologique et solidaire, des transports	1
2018-06-19	LREM	F	nouveaux	reponse	5	3-6	Ministère des solidarités et de la santé	7
2018-06-19	LREM	F	nouveaux	reponse	5	3-6	Secrétariat d'État auprès du Ministère de l'action et des comptes publics	1
2018-06-19	LREM	F	nouveaux	reponse	9	6-12	Ministère de l'action et des comptes publics	2
2018-06-19	LREM	F	nouveaux	reponse	11	6-12	Ministère de l'agriculture et de l'alimentation	1
2018-06-19	LREM	F	nouveaux	reponse	6	6-12	Ministère de la justice	2
2018-06-19	LREM	F	nouveaux	reponse	10	6-12	Ministère du travail	2
2018-06-19	LREM	F	nouveaux	reponse	9	6-12	Secrétariat d'État auprès du Ministère de l'action et des comptes publics	2
2018-06-19	LREM	H	anciens	reponse	0	1	Ministère des solidarités et de la santé	2
2018-06-19	LREM	H	anciens	reponse	0	1	Ministère du travail	1
2018-06-19	LREM	H	anciens	reponse	12	12+	Ministère de l'intérieur	1
2018-06-19	LREM	H	anciens	reponse	2	3	Ministère de l'Europe et des affaires étrangères	1
2018-06-19	LREM	H	anciens	reponse	4	3-6	Ministère de l'économie et des finances	1
2018-06-19	LREM	H	anciens	reponse	3	3-6	Ministère des solidarités et de la santé	2
2018-06-19	LREM	H	anciens	reponse	4	3-6	Secrétariat d'État auprès du Ministère des armées	1
2018-06-19	LREM	H	nouveaux	attente	33	12+	Ministère de l'action et des comptes publics	1
2018-06-19	LREM	H	nouveaux	attente	33	12+	Ministère de l'Europe et des affaires étrangères	1
2018-06-19	LREM	H	nouveaux	attente	33	12+	Ministère des solidarités et de la santé	4
2018-06-19	LREM	H	nouveaux	reponse	0	1	Ministère de la justice	3
2018-06-19	LREM	H	nouveaux	reponse	0	1	Ministère des solidarités et de la santé	1
2018-06-19	LREM	H	nouveaux	reponse	0	1	Ministère du travail	1
2018-06-19	LREM	H	nouveaux	reponse	15	12+	Ministère de l'action et des comptes publics	1
2018-06-19	LREM	H	nouveaux	reponse	15	12+	Ministère de l'économie et des finances	1
2018-06-19	LREM	H	nouveaux	reponse	17	12+	Ministère de l'éducation nationale	1
2018-06-19	LREM	H	nouveaux	reponse	15	12+	Ministère de l'intérieur	1
2018-06-19	LREM	H	nouveaux	reponse	15	12+	Ministère de la transition écologique et solidaire, des transports	1
2018-06-19	LREM	H	nouveaux	reponse	19	12+	Ministère des solidarités et de la santé	1
2018-06-19	LREM	H	nouveaux	reponse	20	12+	Ministère du travail	1
2018-06-19	LREM	H	nouveaux	reponse	1	2	Ministère de l'agriculture et de l'alimentation	2
2018-06-19	LREM	H	nouveaux	reponse	1	2	Ministère de l'économie et des finances	1
2018-06-19	LREM	H	nouveaux	reponse	1	2	Ministère de l'éducation nationale	1
2018-06-19	LREM	H	nouveaux	reponse	1	2	Ministère de l'Europe et des affaires étrangères, des affaires européennes	1
2018-06-19	LREM	H	nouveaux	reponse	1	2	Ministère de l'intérieur	1
2018-06-19	LREM	H	nouveaux	reponse	1	2	Ministère des outre-mer	1
2018-06-19	LREM	H	nouveaux	reponse	1	2	Ministère des sports	1
2018-06-19	LREM	H	nouveaux	reponse	1	2	Premier ministre, du numérique	2
2018-06-19	LREM	H	nouveaux	reponse	2	3	Ministère de l'agriculture et de l'alimentation	1
2018-06-19	LREM	H	nouveaux	reponse	2	3	Ministère de l'économie et des finances	2
2018-06-19	LREM	H	nouveaux	reponse	2	3	Ministère de l'éducation nationale	1
2018-06-19	LREM	H	nouveaux	reponse	2	3	Ministère de l'Europe et des affaires étrangères	1
2018-06-19	LREM	H	nouveaux	reponse	2	3	Ministère de l'intérieur	1
2018-06-19	LREM	H	nouveaux	reponse	2	3	Ministère de la transition écologique et solidaire	1
2018-06-19	LREM	H	nouveaux	reponse	2	3	Ministère des armées	1
2018-06-19	LREM	H	nouveaux	reponse	2	3	Ministère des solidarités et de la santé	6
2018-06-19	LREM	H	nouveaux	reponse	2	3	Premier ministre, des personnes handicapées	1
2018-06-19	LREM	H	nouveaux	reponse	5	3-6	Ministère de l'action et des comptes publics	1
2018-06-19	LREM	H	nouveaux	reponse	3	3-6	Ministère de l'agriculture et de l'alimentation	1
2018-06-19	LREM	H	nouveaux	reponse	5	3-6	Ministère de l'économie et des finances	5
2018-06-19	LREM	H	nouveaux	reponse	4	3-6	Ministère de l'éducation nationale	2
2018-06-19	LREM	H	nouveaux	reponse	4	3-6	Ministère de l'intérieur	3
2018-06-19	LREM	H	nouveaux	reponse	3	3-6	Ministère de la cohésion des territoires	2
2018-06-19	LREM	H	nouveaux	reponse	5	3-6	Ministère de la transition écologique et solidaire	1
2018-06-19	LREM	H	nouveaux	reponse	3	3-6	Ministère des solidarités et de la santé	8
2018-06-19	LREM	H	nouveaux	reponse	3	3-6	Ministère du travail	2
2018-06-19	LREM	H	nouveaux	reponse	5	3-6	Secrétariat d'État auprès du Ministère de l'action et des comptes publics	1
2018-06-19	LREM	H	nouveaux	reponse	5	3-6	Secrétariat d'État auprès du Premier ministre, des personnes handicapées	1
2018-06-19	LREM	H	nouveaux	reponse	9	6-12	Ministère de l'action et des comptes publics	1
2018-06-19	LREM	H	nouveaux	reponse	6	6-12	Ministère de l'économie et des finances	1
2018-06-19	LREM	H	nouveaux	reponse	7	6-12	Ministère de l'éducation nationale	1
2018-06-19	LREM	H	nouveaux	reponse	6	6-12	Ministère de l'intérieur	1
2018-06-19	LREM	H	nouveaux	reponse	6	6-12	Ministère de la justice	1
2018-06-19	LREM	H	nouveaux	reponse	9	6-12	Ministère de la transition écologique et solidaire	2
2018-06-19	LREM	H	nouveaux	reponse	7	6-12	Ministère des solidarités et de la santé	3
2018-06-19	LREM	H	nouveaux	reponse	6	6-12	Secrétariat d'État auprès du Ministère de l'action et des comptes publics	3
2018-06-19	MODEM	F	nouveaux	reponse	1	2	Ministère des solidarités et de la santé	1
2018-06-19	MODEM	F	nouveaux	reponse	5	3-6	Ministère des solidarités et de la santé	1
2018-06-19	MODEM	F	nouveaux	reponse	10	6-12	Premier ministre, du numérique	1
2018-06-19	MODEM	H	nouveaux	attente	33	12+	Ministère des solidarités et de la santé	1
2018-06-19	MODEM	H	nouveaux	reponse	0	1	Ministère de l'action et des comptes publics	1
2018-06-19	MODEM	H	nouveaux	reponse	15	12+	Ministère de l'action et des comptes publics	1
2018-06-19	MODEM	H	nouveaux	reponse	18	12+	Ministère de l'économie et des finances	1
2018-06-19	MODEM	H	nouveaux	reponse	1	2	Ministère de l'éducation nationale	1
2018-06-19	MODEM	H	nouveaux	reponse	1	2	Ministère de l'Europe et des affaires étrangères	1
2018-06-19	MODEM	H	nouveaux	reponse	1	2	Premier ministre	1
2018-06-19	MODEM	H	nouveaux	reponse	2	3	Ministère de l'action et des comptes publics	1
2018-06-19	MODEM	H	nouveaux	reponse	3	3-6	Ministère de l'action et des comptes publics	2
2018-06-19	MODEM	H	nouveaux	reponse	5	3-6	Ministère de l'agriculture et de l'alimentation	1
2018-06-19	MODEM	H	nouveaux	reponse	5	3-6	Ministère de l'économie et des finances	2
2018-06-19	MODEM	H	nouveaux	reponse	3	3-6	Ministère de la cohésion des territoires	1
2018-06-19	MODEM	H	nouveaux	reponse	5	3-6	Ministère de la justice	1
2018-06-19	MODEM	H	nouveaux	reponse	4	3-6	Ministère de la transition écologique et solidaire	1
2018-06-19	MODEM	H	nouveaux	reponse	4	3-6	Ministère des solidarités et de la santé	1
2018-06-19	MODEM	H	nouveaux	reponse	5	3-6	Secrétariat d'État auprès du Ministère de l'Europe et des affaires étrangères	1
2018-06-19	MODEM	H	nouveaux	reponse	6	6-12	Ministère de l'action et des comptes publics	1
2018-06-19	MODEM	H	nouveaux	reponse	6	6-12	Ministère de l'économie et des finances	1
2018-06-19	MODEM	H	nouveaux	reponse	7	6-12	Ministère de l'Europe et des affaires étrangères	1
2018-06-19	NG	F	anciens	reponse	0	1	Ministère de l'Europe et des affaires étrangères, des affaires européennes	1
2018-06-19	NG	F	anciens	reponse	0	1	Ministère des solidarités et de la santé	1
2018-06-19	NG	F	anciens	reponse	1	2	Ministère des solidarités et de la santé	1
2018-06-19	NG	F	anciens	reponse	5	3-6	Ministère de la cohésion des territoires	1
2018-06-19	NG	F	anciens	reponse	3	3-6	Ministère de la transition écologique et solidaire	1
2018-06-19	NG	F	nouveaux	reponse	1	2	Ministère de la transition écologique et solidaire	1
2018-06-19	NG	F	nouveaux	reponse	6	6-12	Ministère de l'Europe et des affaires étrangères	1
2018-06-19	NG	H	anciens	reponse	16	12+	Ministère de la transition écologique et solidaire	1
2018-06-19	NG	H	anciens	reponse	1	2	Ministère de la transition écologique et solidaire	2
2018-06-19	NG	H	anciens	reponse	2	3	Ministère du travail	1
2018-06-19	NG	H	anciens	reponse	4	3-6	Ministère de l'action et des comptes publics	1
2018-06-19	NG	H	anciens	reponse	3	3-6	Ministère de l'économie et des finances	1
2018-06-19	NG	H	anciens	reponse	5	3-6	Ministère des solidarités et de la santé	2
2018-06-19	NG	H	anciens	reponse	6	6-12	Ministère de la cohésion des territoires	1
2018-06-19	NG	H	anciens	reponse	6	6-12	Ministère des armées	1
2018-06-19	NG	H	nouveaux	reponse	0	1	Ministère des solidarités et de la santé	1
2018-06-19	NG	H	nouveaux	reponse	19	12+	Ministère de l'éducation nationale	1
2018-06-19	NG	H	nouveaux	reponse	3	3-6	Ministère de l'action et des comptes publics	2
2018-06-19	NG	H	nouveaux	reponse	5	3-6	Ministère de l'économie et des finances	1
2018-06-19	NI	F	anciens	reponse	15	12+	Ministère de l'intérieur	1
2018-06-19	NI	F	anciens	reponse	2	3	Ministère de l'agriculture et de l'alimentation	1
2018-06-19	NI	F	nouveaux	reponse	1	2	Ministère de l'économie et des finances	1
2018-06-19	NI	F	nouveaux	reponse	1	2	Ministère de la transition écologique et solidaire	1
2018-06-19	NI	F	nouveaux	reponse	3	3-6	Ministère de l'intérieur	1
2018-06-19	NI	H	anciens	reponse	0	1	Ministère des solidarités et de la santé	1
2018-06-19	NI	H	anciens	reponse	3	3-6	Ministère de l'action et des comptes publics	1
2018-06-19	NI	H	anciens	reponse	5	3-6	Ministère des armées	1
2018-06-19	NI	H	nouveaux	reponse	2	3	Ministère de l'agriculture et de l'alimentation	1
2018-06-19	NI	H	nouveaux	reponse	3	3-6	Ministère de l'intérieur	1
2018-06-19	NI	H	nouveaux	reponse	5	3-6	Ministère de la culture	1
2018-06-19	NI	H	nouveaux	reponse	4	3-6	Ministère de la transition écologique et solidaire	1
2018-06-19	NI	H	nouveaux	reponse	9	6-12	Ministère de l'intérieur	1
2018-06-19	NI	H	nouveaux	reponse	11	6-12	Ministère du travail	1
2018-06-19	UAI	F	nouveaux	attente	33	12+	Ministère des solidarités et de la santé	1
2018-06-19	UAI	H	anciens	reponse	0	1	Ministère de l'agriculture et de l'alimentation	1
2018-06-19	UAI	H	anciens	reponse	0	1	Ministère des solidarités et de la santé	2
2018-06-19	UAI	H	anciens	reponse	2	3	Ministère de l'action et des comptes publics	1
2018-06-19	UAI	H	anciens	reponse	2	3	Ministère de l'agriculture et de l'alimentation	1
2018-06-19	UAI	H	anciens	reponse	2	3	Ministère des solidarités et de la santé	1
2018-06-19	UAI	H	anciens	reponse	4	3-6	Ministère de l'économie et des finances	1
2018-06-19	UAI	H	anciens	reponse	5	3-6	Ministère de l'intérieur	1
2018-06-19	UAI	H	anciens	reponse	4	3-6	Ministère des solidarités et de la santé	1
2018-06-19	UAI	H	anciens	reponse	6	6-12	Ministère de l'action et des comptes publics	1
2018-06-19	UAI	H	anciens	retrait	6	6-12	Ministère de l'économie et des finances	1
2018-06-19	UAI	H	nouveaux	reponse	2	3	Ministère de l'intérieur	1
2018-06-19	UAI	H	nouveaux	reponse	5	3-6	Ministère des solidarités et de la santé	1
2018-06-26	GDR	H	nouveaux	reponse	0	1	Ministère des sports	1
2018-06-26	GDR	H	nouveaux	reponse	9	6-12	Ministère de la transition écologique et solidaire	1
2018-06-26	GDR	H	nouveaux	reponse	7	6-12	Ministère des solidarités et de la santé	1
2018-06-26	LFI	F	nouveaux	reponse	0	1	Ministère des solidarités et de la santé	2
2018-06-26	LFI	F	nouveaux	reponse	2	3	Ministère de l'éducation nationale	1
2018-06-26	LFI	H	nouveaux	attente	33	12+	Secrétariat d'État auprès du Premier ministre, des personnes handicapées	2
2018-06-26	LFI	H	nouveaux	reponse	0	1	Ministère du travail	1
2018-06-26	LFI	H	nouveaux	reponse	33	12+	Secrétariat d'État auprès du Premier ministre, des personnes handicapées	1
2018-06-26	LFI	H	nouveaux	reponse	1	2	Ministère de l'agriculture et de l'alimentation	1
2018-06-26	LFI	H	nouveaux	reponse	1	2	Ministère de l'économie et des finances	1
2018-06-26	LFI	H	nouveaux	reponse	2	3	Ministère de l'économie et des finances	1
2018-06-26	LFI	H	nouveaux	reponse	2	3	Ministère de l'intérieur	1
2018-06-26	LFI	H	nouveaux	reponse	3	3-6	Ministère de l'action et des comptes publics	1
2018-06-26	LFI	H	nouveaux	reponse	4	3-6	Ministère de l'enseignement supérieur, de la recherche et de l'innovation	1
2018-06-26	LFI	H	nouveaux	reponse	4	3-6	Ministère des armées	1
2018-06-26	LFI	H	nouveaux	reponse	4	3-6	Secrétariat d'État auprès du Premier ministre, des personnes handicapées	1
2018-06-26	LFI	H	nouveaux	reponse	6	6-12	Ministère de la transition écologique et solidaire	1
2018-06-26	LFI	H	nouveaux	reponse	8	6-12	Ministère des solidarités et de la santé	3
2018-06-26	LR	F	anciens	reponse	0	1	Ministère des solidarités et de la santé	1
2018-06-26	LR	F	anciens	reponse	1	2	Ministère des armées	1
2018-06-26	LR	F	anciens	reponse	2	3	Ministère de l'agriculture et de l'alimentation	1
2018-06-26	LR	F	anciens	reponse	11	6-12	Ministère de l'Europe et des affaires étrangères	1
2018-06-26	LR	F	nouveaux	attente	33	12+	Ministère de l'intérieur	1
2018-06-26	LR	F	nouveaux	reponse	14	12+	Ministère de l'intérieur	1
2018-06-26	LR	F	nouveaux	reponse	1	2	Ministère de l'agriculture et de l'alimentation	2
2018-06-26	LR	F	nouveaux	reponse	2	3	Ministère de l'éducation nationale	1
2018-06-26	LR	F	nouveaux	reponse	2	3	Ministère de l'intérieur	1
2018-06-26	LR	F	nouveaux	reponse	2	3	Ministère de la justice	1
2018-06-26	LR	F	nouveaux	reponse	2	3	Ministère des solidarités et de la santé	1
2018-06-26	LR	F	nouveaux	reponse	5	3-6	Ministère de l'agriculture et de l'alimentation	1
2018-06-26	LR	F	nouveaux	reponse	4	3-6	Ministère de la cohésion des territoires	1
2018-06-26	LR	F	nouveaux	reponse	3	3-6	Ministère de la culture	1
2018-06-26	LR	F	nouveaux	reponse	5	3-6	Ministère de la transition écologique et solidaire	1
2018-06-26	LR	F	nouveaux	reponse	5	3-6	Ministère des solidarités et de la santé	5
2018-06-26	LR	F	nouveaux	reponse	6	6-12	Ministère de l'Europe et des affaires étrangères	2
2018-06-26	LR	F	nouveaux	reponse	11	6-12	Ministère de la transition écologique et solidaire	1
2018-06-26	LR	F	nouveaux	reponse	6	6-12	Ministère du travail	1
2018-06-26	LR	H	anciens	attente	33	12+	Ministère des solidarités et de la santé	1
2018-06-26	LR	H	anciens	reponse	0	1	Ministère des solidarités et de la santé	1
2018-06-26	LR	H	anciens	reponse	0	1	Ministère du travail	1
2018-06-26	LR	H	anciens	reponse	20	12+	Ministère de l'économie et des finances	1
2018-06-26	LR	H	anciens	reponse	16	12+	Ministère des solidarités et de la santé	1
2018-06-26	LR	H	anciens	reponse	1	2	Ministère de l'économie et des finances	1
2018-06-26	LR	H	anciens	reponse	1	2	Ministère de l'éducation nationale	2
2018-06-26	LR	H	anciens	reponse	2	3	Ministère de l'action et des comptes publics	1
2018-06-26	LR	H	anciens	reponse	2	3	Ministère de l'économie et des finances	1
2018-06-26	LR	H	anciens	reponse	2	3	Ministère de l'Europe et des affaires étrangères	1
2018-06-26	LR	H	anciens	reponse	2	3	Ministère des solidarités et de la santé	1
2018-06-26	LR	H	anciens	reponse	3	3-6	Ministère de l'action et des comptes publics	1
2018-06-26	LR	H	anciens	reponse	5	3-6	Ministère de l'agriculture et de l'alimentation	1
2018-06-26	LR	H	anciens	reponse	5	3-6	Ministère de l'intérieur	1
2018-06-26	LR	H	anciens	reponse	4	3-6	Ministère des solidarités et de la santé	5
2018-06-26	LR	H	anciens	reponse	7	6-12	Ministère de l'agriculture et de l'alimentation	1
2018-06-26	LR	H	anciens	reponse	7	6-12	Ministère de l'économie et des finances	1
2018-06-26	LR	H	anciens	reponse	11	6-12	Ministère de l'Europe et des affaires étrangères	1
2018-06-26	LR	H	anciens	reponse	8	6-12	Ministère de la transition écologique et solidaire	1
2018-06-26	LR	H	anciens	reponse	11	6-12	Ministère de la transition écologique et solidaire, des transports	1
2018-06-26	LR	H	anciens	reponse	6	6-12	Ministère des solidarités et de la santé	3
2018-06-26	LR	H	anciens	retrait	0	1	Ministère de l'action et des comptes publics	1
2018-06-26	LR	H	nouveaux	attente	33	12+	Ministère des solidarités et de la santé	2
2018-06-26	LR	H	nouveaux	attente	33	12+	Ministère du travail	1
2018-06-26	LR	H	nouveaux	reponse	1	2	Ministère de l'agriculture et de l'alimentation	2
2018-06-26	LR	H	nouveaux	reponse	2	3	Ministère de l'économie et des finances	1
2018-06-26	LR	H	nouveaux	reponse	2	3	Ministère de l'intérieur	3
2018-06-26	LR	H	nouveaux	reponse	2	3	Ministère de la transition écologique et solidaire, des transports	1
2018-06-26	LR	H	nouveaux	reponse	2	3	Ministère des armées	1
2018-06-26	LR	H	nouveaux	reponse	2	3	Ministère des solidarités et de la santé	3
2018-06-26	LR	H	nouveaux	reponse	3	3-6	Ministère de l'action et des comptes publics	1
2018-06-26	LR	H	nouveaux	reponse	3	3-6	Ministère de l'économie et des finances	1
2018-06-26	LR	H	nouveaux	reponse	5	3-6	Ministère de l'éducation nationale	2
2018-06-26	LR	H	nouveaux	reponse	5	3-6	Ministère de l'intérieur	1
2018-06-26	LR	H	nouveaux	reponse	4	3-6	Ministère de la transition écologique et solidaire, des transports	1
2018-06-26	LR	H	nouveaux	reponse	4	3-6	Ministère des solidarités et de la santé	1
2018-06-26	LR	H	nouveaux	reponse	9	6-12	Ministère de l'action et des comptes publics	1
2018-06-26	LR	H	nouveaux	reponse	7	6-12	Ministère de l'intérieur	1
2018-06-26	LR	H	nouveaux	reponse	6	6-12	Ministère de la transition écologique et solidaire	1
2018-06-26	LR	H	nouveaux	reponse	9	6-12	Secrétariat d'État auprès du Premier ministre, des personnes handicapées	1
2018-06-26	LREM	F	anciens	attente	33	12+	Ministère des solidarités et de la santé	2
2018-06-26	LREM	F	anciens	reponse	0	1	Ministère des solidarités et de la santé	1
2018-06-26	LREM	F	anciens	reponse	12	12+	Ministère des solidarités et de la santé	1
2018-06-26	LREM	F	anciens	reponse	12	12+	Ministère du travail	1
2018-06-26	LREM	F	anciens	reponse	33	12+	Secrétariat d'État auprès du Premier ministre, des personnes handicapées	2
2018-06-26	LREM	F	anciens	reponse	1	2	Ministère de l'économie et des finances	1
2018-06-26	LREM	F	anciens	reponse	1	2	Premier ministre, des personnes handicapées	1
2018-06-26	LREM	F	anciens	reponse	2	3	Ministère de l'économie et des finances	1
2018-06-26	LREM	F	anciens	reponse	2	3	Ministère de la transition écologique et solidaire	1
2018-06-26	LREM	F	anciens	reponse	2	3	Ministère du travail	1
2018-06-26	LREM	F	anciens	reponse	3	3-6	Ministère de l'agriculture et de l'alimentation	1
2018-06-26	LREM	F	anciens	reponse	5	3-6	Ministère des solidarités et de la santé	1
2018-06-26	LREM	F	anciens	reponse	4	3-6	Ministère des sports	1
2018-06-26	LREM	F	nouveaux	attente	33	12+	Ministère de l'économie et des finances	2
2018-06-26	LREM	F	nouveaux	attente	33	12+	Ministère de l'intérieur	1
2018-06-26	LREM	F	nouveaux	attente	33	12+	Ministère des solidarités et de la santé	6
2018-06-26	LREM	F	nouveaux	attente	33	12+	Ministère des sports	2
2018-06-26	LREM	F	nouveaux	attente	33	12+	Secrétariat d'État auprès du Ministère de l'action et des comptes publics	1
2018-06-26	LREM	F	nouveaux	reponse	0	1	Ministère de l'Europe et des affaires étrangères	1
2018-06-26	LREM	F	nouveaux	reponse	0	1	Ministère des solidarités et de la santé	1
2018-06-26	LREM	F	nouveaux	reponse	0	1	Premier ministre, du numérique	1
2018-06-26	LREM	F	nouveaux	reponse	14	12+	Secrétariat d'État auprès du Ministère de l'action et des comptes publics	1
2018-06-26	LREM	F	nouveaux	reponse	1	2	Ministère de l'agriculture et de l'alimentation	2
2018-06-26	LREM	F	nouveaux	reponse	1	2	Ministère de l'intérieur	1
